Activity,Period Start,Month,Year,Period Length,Target Response Days,Average Days to Complete Activity,Total Completed Requests,Period
Sign Repair - All Other Signs,11/16/2015,,,Week,20,11.47,536,11/16/2015 - 11/22/2015
Sign Repair - All Other Signs,11/9/2015,,,Week,20,31.27,628,11/09/2015 - 11/15/2015
Sign Repair - All Other Signs,11/2/2015,,,Week,20,30.1,648,11/02/2015 - 11/08/2015
Sign Repair - All Other Signs,10/26/2015,,,Week,20,30.09,493,10/26/2015 - 11/01/2015
Sign Repair - All Other Signs,10/19/2015,,,Week,20,22.11,626,10/19/2015 - 10/25/2015
Sign Repair - All Other Signs,10/12/2015,,,Week,20,27.19,523,10/12/2015 - 10/18/2015
Sign Repair - All Other Signs,10/5/2015,,,Week,20,27.2,461,10/05/2015 - 10/11/2015
Sign Repair - All Other Signs,9/28/2015,,,Week,20,39.72,506,09/28/2015 - 10/04/2015
Sign Repair - All Other Signs,9/21/2015,,,Week,20,48.69,578,09/21/2015 - 09/27/2015
Sign Repair - All Other Signs,9/14/2015,,,Week,20,32.38,458,09/14/2015 - 09/20/2015
Sign Repair - All Other Signs,9/7/2015,,,Week,20,21.82,486,09/07/2015 - 09/13/2015
Sign Repair - All Other Signs,8/31/2015,,,Week,20,35.61,451,08/31/2015 - 09/06/2015
Sign Repair - All Other Signs,8/24/2015,,,Week,20,29.07,295,08/24/2015 - 08/30/2015
Sign Repair - All Other Signs,8/17/2015,,,Week,20,18.76,524,08/17/2015 - 08/23/2015
Sign Repair - All Other Signs,8/10/2015,,,Week,20,15.53,603,08/10/2015 - 08/16/2015
Sign Repair - All Other Signs,8/3/2015,,,Week,20,32.12,704,08/03/2015 - 08/09/2015
Sign Repair - All Other Signs,7/27/2015,,,Week,20,33.2,544,07/27/2015 - 08/02/2015
Sign Repair - All Other Signs,7/20/2015,,,Week,20,28.24,482,07/20/2015 - 07/26/2015
Sign Repair - All Other Signs,7/13/2015,,,Week,20,52.23,680,07/13/2015 - 07/19/2015
Sign Repair - All Other Signs,7/6/2015,,,Week,20,17.44,636,07/06/2015 - 07/12/2015
Sign Repair - All Other Signs,6/29/2015,,,Week,20,20.86,347,06/29/2015 - 07/05/2015
Sign Repair - All Other Signs,6/22/2015,,,Week,20,26.57,497,06/22/2015 - 06/28/2015
Sign Repair - All Other Signs,6/15/2015,,,Week,20,24.06,512,06/15/2015 - 06/21/2015
Sign Repair - All Other Signs,6/8/2015,,,Week,20,26.82,541,06/08/2015 - 06/14/2015
Sign Repair - All Other Signs,6/1/2015,,,Week,20,27.69,435,06/01/2015 - 06/07/2015
Sign Repair - All Other Signs,5/25/2015,,,Week,20,22.25,443,05/25/2015 - 05/31/2015
Sign Repair - All Other Signs,5/18/2015,,,Week,20,12.28,381,05/18/2015 - 05/24/2015
Sign Repair - All Other Signs,5/11/2015,,,Week,20,13.85,515,05/11/2015 - 05/17/2015
Sign Repair - All Other Signs,5/4/2015,,,Week,20,27.51,479,05/04/2015 - 05/10/2015
Sign Repair - All Other Signs,4/27/2015,,,Week,20,17.4,400,04/27/2015 - 05/03/2015
Sign Repair - All Other Signs,4/20/2015,,,Week,20,25.92,465,04/20/2015 - 04/26/2015
Sign Repair - All Other Signs,4/13/2015,,,Week,20,14.88,365,04/13/2015 - 04/19/2015
Sign Repair - All Other Signs,4/6/2015,,,Week,20,22.25,491,04/06/2015 - 04/12/2015
Sign Repair - All Other Signs,3/30/2015,,,Week,20,26.41,479,03/30/2015 - 04/05/2015
Sign Repair - All Other Signs,3/23/2015,,,Week,20,32.69,619,03/23/2015 - 03/29/2015
Sign Repair - All Other Signs,3/16/2015,,,Week,20,56.25,401,03/16/2015 - 03/22/2015
Sign Repair - All Other Signs,3/9/2015,,,Week,20,46.05,394,03/09/2015 - 03/15/2015
Sign Repair - All Other Signs,3/2/2015,,,Week,20,32.28,359,03/02/2015 - 03/08/2015
Sign Repair - All Other Signs,2/23/2015,,,Week,20,15.47,222,02/23/2015 - 03/01/2015
Sign Repair - All Other Signs,2/16/2015,,,Week,20,28.12,500,02/16/2015 - 02/22/2015
Sign Repair - All Other Signs,2/9/2015,,,Week,20,50.12,392,02/09/2015 - 02/15/2015
Sign Repair - All Other Signs,2/2/2015,,,Week,20,107.45,395,02/02/2015 - 02/08/2015
Sign Repair - All Other Signs,1/26/2015,,,Week,20,76.89,637,01/26/2015 - 02/01/2015
Sign Repair - All Other Signs,1/19/2015,,,Week,20,164.21,475,01/19/2015 - 01/25/2015
Sign Repair - All Other Signs,1/12/2015,,,Week,20,67.58,774,01/12/2015 - 01/18/2015
Sign Repair - All Other Signs,1/5/2015,,,Week,20,66.51,465,01/05/2015 - 01/11/2015
Sign Repair - All Other Signs,12/29/2014,,,Week,20,48.15,517,12/29/2014 - 01/04/2015
Sign Repair - All Other Signs,12/22/2014,,,Week,20,33.64,395,12/22/2014 - 12/28/2014
Sign Repair - All Other Signs,12/15/2014,,,Week,20,55.29,530,12/15/2014 - 12/21/2014
Sign Repair - All Other Signs,12/8/2014,,,Week,20,60.02,821,12/08/2014 - 12/14/2014
Sign Repair - All Other Signs,12/1/2014,,,Week,20,45.78,870,12/01/2014 - 12/07/2014
Sign Repair - All Other Signs,11/24/2014,,,Week,20,48.88,527,11/24/2014 - 11/30/2014
Sign Repair - All Other Signs,11/17/2014,,,Week,20,45.03,791,11/17/2014 - 11/23/2014
Sign Repair - All Other Signs,11/10/2014,,,Week,20,56.31,864,11/10/2014 - 11/16/2014
Sign Repair - All Other Signs,11/3/2014,,,Week,20,31.91,965,11/03/2014 - 11/09/2014
Sign Repair - All Other Signs,10/27/2014,,,Week,20,46.76,735,10/27/2014 - 11/02/2014
Sign Repair - All Other Signs,10/20/2014,,,Week,20,35.73,909,10/20/2014 - 10/26/2014
Sign Repair - All Other Signs,10/13/2014,,,Week,20,72.68,601,10/13/2014 - 10/19/2014
Sign Repair - All Other Signs,10/6/2014,,,Week,20,18.41,472,10/06/2014 - 10/12/2014
Sign Repair - All Other Signs,9/29/2014,,,Week,20,43.36,721,09/29/2014 - 10/05/2014
Sign Repair - All Other Signs,9/22/2014,,,Week,20,30.65,550,09/22/2014 - 09/28/2014
Sign Repair - All Other Signs,9/15/2014,,,Week,20,28.6,680,09/15/2014 - 09/21/2014
Sign Repair - All Other Signs,9/8/2014,,,Week,20,36.86,655,09/08/2014 - 09/14/2014
Sign Repair - All Other Signs,9/1/2014,,,Week,20,19.75,511,09/01/2014 - 09/07/2014
Sign Repair - All Other Signs,8/25/2014,,,Week,20,28.74,596,08/25/2014 - 08/31/2014
Sign Repair - All Other Signs,8/18/2014,,,Week,20,52.39,652,08/18/2014 - 08/24/2014
Sign Repair - All Other Signs,8/11/2014,,,Week,20,59.81,661,08/11/2014 - 08/17/2014
Sign Repair - All Other Signs,8/4/2014,,,Week,20,29.45,547,08/04/2014 - 08/10/2014
Sign Repair - All Other Signs,7/28/2014,,,Week,20,32.78,561,07/28/2014 - 08/03/2014
Sign Repair - All Other Signs,7/21/2014,,,Week,20,42.45,514,07/21/2014 - 07/27/2014
Sign Repair - All Other Signs,7/14/2014,,,Week,20,25.75,420,07/14/2014 - 07/20/2014
Sign Repair - All Other Signs,7/7/2014,,,Week,20,31.07,444,07/07/2014 - 07/13/2014
Sign Repair - All Other Signs,6/30/2014,,,Week,20,34.39,420,06/30/2014 - 07/06/2014
Sign Repair - All Other Signs,6/23/2014,,,Week,20,45.76,543,06/23/2014 - 06/29/2014
Sign Repair - All Other Signs,6/16/2014,,,Week,20,55.88,513,06/16/2014 - 06/22/2014
Sign Repair - All Other Signs,6/9/2014,,,Week,20,40.67,594,06/09/2014 - 06/15/2014
Sign Repair - All Other Signs,6/2/2014,,,Week,20,41.56,793,06/02/2014 - 06/08/2014
Sign Repair - All Other Signs,5/26/2014,,,Week,20,56.95,517,05/26/2014 - 06/01/2014
Sign Repair - All Other Signs,5/19/2014,,,Week,20,58.34,845,05/19/2014 - 05/25/2014
Sign Repair - All Other Signs,5/12/2014,,,Week,20,56.33,488,05/12/2014 - 05/18/2014
Sign Repair - All Other Signs,5/5/2014,,,Week,20,18.14,475,05/05/2014 - 05/11/2014
Sign Repair - All Other Signs,4/28/2014,,,Week,20,6.53,364,04/28/2014 - 05/04/2014
Sign Repair - All Other Signs,4/21/2014,,,Week,20,10.45,310,04/21/2014 - 04/27/2014
Sign Repair - All Other Signs,4/14/2014,,,Week,20,8.24,481,04/14/2014 - 04/20/2014
Sign Repair - All Other Signs,4/7/2014,,,Week,20,32.95,338,04/07/2014 - 04/13/2014
Sign Repair - All Other Signs,3/31/2014,,,Week,20,5.89,450,03/31/2014 - 04/06/2014
Sign Repair - All Other Signs,3/24/2014,,,Week,20,2.32,428,03/24/2014 - 03/30/2014
Sign Repair - All Other Signs,3/17/2014,,,Week,20,16.81,471,03/17/2014 - 03/23/2014
Sign Repair - All Other Signs,3/10/2014,,,Week,20,26.49,343,03/10/2014 - 03/16/2014
Sign Repair - All Other Signs,3/3/2014,,,Week,20,18.58,297,03/03/2014 - 03/09/2014
Sign Repair - All Other Signs,2/24/2014,,,Week,20,11.13,408,02/24/2014 - 03/02/2014
Sign Repair - All Other Signs,2/17/2014,,,Week,20,24.41,368,02/17/2014 - 02/23/2014
Sign Repair - All Other Signs,2/10/2014,,,Week,20,22.84,380,02/10/2014 - 02/16/2014
Sign Repair - All Other Signs,2/3/2014,,,Week,20,35.16,452,02/03/2014 - 02/09/2014
Sign Repair - All Other Signs,1/27/2014,,,Week,20,36.22,325,01/27/2014 - 02/02/2014
Sign Repair - All Other Signs,1/20/2014,,,Week,20,40.95,201,01/20/2014 - 01/26/2014
Sign Repair - All Other Signs,1/13/2014,,,Week,20,25.27,307,01/13/2014 - 01/19/2014
Sign Repair - All Other Signs,1/6/2014,,,Week,20,23.17,263,01/06/2014 - 01/12/2014
Sign Repair - All Other Signs,12/30/2013,,,Week,20,33.85,167,12/30/2013 - 01/05/2014
Sign Repair - All Other Signs,12/23/2013,,,Week,20,34.57,78,12/23/2013 - 12/29/2013
Sign Repair - All Other Signs,12/16/2013,,,Week,20,11.74,202,12/16/2013 - 12/22/2013
Sign Repair - All Other Signs,12/9/2013,,,Week,20,17.65,304,12/09/2013 - 12/15/2013
Sign Repair - All Other Signs,12/2/2013,,,Week,20,39.2,403,12/02/2013 - 12/08/2013
Sign Repair - All Other Signs,11/25/2013,,,Week,20,35.45,315,11/25/2013 - 12/01/2013
Sign Repair - All Other Signs,11/18/2013,,,Week,20,13.64,422,11/18/2013 - 11/24/2013
Sign Repair - All Other Signs,11/11/2013,,,Week,20,19.08,328,11/11/2013 - 11/17/2013
Sign Repair - All Other Signs,11/4/2013,,,Week,20,38.8,451,11/04/2013 - 11/10/2013
Sign Repair - All Other Signs,10/28/2013,,,Week,20,35.26,528,10/28/2013 - 11/03/2013
Sign Repair - All Other Signs,10/21/2013,,,Week,20,25.3,519,10/21/2013 - 10/27/2013
Sign Repair - All Other Signs,10/14/2013,,,Week,20,6.64,327,10/14/2013 - 10/20/2013
Sign Repair - All Other Signs,10/7/2013,,,Week,20,19.66,439,10/07/2013 - 10/13/2013
Sign Repair - All Other Signs,9/30/2013,,,Week,20,11.29,491,09/30/2013 - 10/06/2013
Sign Repair - All Other Signs,9/23/2013,,,Week,20,6.26,574,09/23/2013 - 09/29/2013
Sign Repair - All Other Signs,9/16/2013,,,Week,20,4.33,695,09/16/2013 - 09/22/2013
Sign Repair - All Other Signs,9/9/2013,,,Week,20,7.54,748,09/09/2013 - 09/15/2013
Sign Repair - All Other Signs,9/2/2013,,,Week,20,9.89,555,09/02/2013 - 09/08/2013
Sign Repair - All Other Signs,8/26/2013,,,Week,20,11.55,644,08/26/2013 - 09/01/2013
Sign Repair - All Other Signs,8/19/2013,,,Week,20,4.08,651,08/19/2013 - 08/25/2013
Sign Repair - All Other Signs,8/12/2013,,,Week,20,6.06,770,08/12/2013 - 08/18/2013
Sign Repair - All Other Signs,8/5/2013,,,Week,20,27.32,584,08/05/2013 - 08/11/2013
Sign Repair - All Other Signs,7/29/2013,,,Week,20,36.74,285,07/29/2013 - 08/04/2013
Sign Repair - All Other Signs,7/22/2013,,,Week,20,16.3,193,07/22/2013 - 07/28/2013
Sign Repair - All Other Signs,7/15/2013,,,Week,20,8.42,602,07/15/2013 - 07/21/2013
Sign Repair - All Other Signs,7/8/2013,,,Week,20,23.61,586,07/08/2013 - 07/14/2013
Sign Repair - All Other Signs,7/1/2013,,,Week,20,11.04,531,07/01/2013 - 07/07/2013
Sign Repair - All Other Signs,6/24/2013,,,Week,20,12.43,908,06/24/2013 - 06/30/2013
Sign Repair - All Other Signs,6/17/2013,,,Week,20,13.79,741,06/17/2013 - 06/23/2013
Sign Repair - All Other Signs,6/10/2013,,,Week,20,18.03,561,06/10/2013 - 06/16/2013
Sign Repair - All Other Signs,6/3/2013,,,Week,20,30.33,749,06/03/2013 - 06/09/2013
Sign Repair - All Other Signs,5/27/2013,,,Week,20,35.75,612,05/27/2013 - 06/02/2013
Sign Repair - All Other Signs,5/20/2013,,,Week,20,34.71,541,05/20/2013 - 05/26/2013
